price,size,bed_rooms,toilets,house_type,property_legal_document,city,district,ward,street,floors
2500000000.0,55.0,3.0,2.0,"Nhà ngõ, hẻm",Không có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Đường 18D,2.0
18500000000.0,75.5,11.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 1,Phường Nguyễn Cư Trinh,Đường Cống Quỳnh,5.0
3690000000.0,100.0,2.0,1.0,Nhà phố liền kề,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hiệp Thành, Đường Số 24,
2300000000.0,1380.0,,,,Đã có sổ,Bình Thuận,Huyện Tánh Linh,Xã Đức Phú,Đường tỉnh 717,
2950000000.0,15000.0,,,,Đã có sổ,Đắk Lắk,Huyện Krông Búk,Xã Cư Né,Xã Easin,
5999000000.0,236.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường Thắng Nhất,Đường Hàn Thuyên,
24500000000.0,111.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 1,Đường Bacu,2.0
4800000000.0,38.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 12,Đường Trường Chinh,
19500000000.0,160.0,5.0,4.0,Nhà biệt thự,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Đường Đỗ Xuân Hợp,4.0
20800000000.0,800.0,8.0,7.0,Nhà biệt thự,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,Phường Long Toàn,SĐT Chính chủ 0908.533.555 Đường Trương Hán Siêu,
5500000000.0,156.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Phước,Thành phố Đồng Xoài,Phường Tân Phú,Đường Hồ Xuân Hương,2.0
12000000000.0,68.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 14,Đường Âu Cơ,4.0
4500000000.0,1000.0,,,,Đã có sổ,Bình Thuận,Thị xã La Gi,Phường Tân Thiện,Đường Hoàng Văn Thụ,
1790000000.0,70.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Long Điền,Thị trấn Long Hải,Đường Trường Chinh,
440000000.0,110.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,Đường Số 5,
1570000000.0,132.0,,,,Đã có sổ,Bình Phước,Thành phố Đồng Xoài,Xã Tiến Hưng,DT 741,
5000000000.0,100.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Phước,Huyện Đồng Phú,Thị trấn Tân Phú,Đường Nguyễn Thị Minh Khai,
13000000000.0,85.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 13,Đường Nguyễn Quang Bích,
160000000.0,500.0,,,,Đã có sổ,Bến Tre,Huyện Ba Tri,Xã Vĩnh An,Đường QL. 57C,
1230000000.0,120.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Thái Mỹ,Đường Cây Trôm Mỹ Khánh,
4750000000.0,122.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Lái Thiêu,Đường Nguyễn Hửu Cảnh,
6750000000.0,150.0,11.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường An Phú,Đường D36,2.0
6000000000.0,44.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 10,Phường 9,Đường Lý Thái Tổ,4.0
1500000000.0,100.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,An Giang,Thị xã Tân Châu,Phường Long Phú,Phía Sau Trạm Y TẾ Long PHÚ,
7999999000.0,66.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 4,Đường Lê Lai,
10000000000.0,3000.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Long Thọ,Ấp Đất Mới,
3450000000.0,67.5,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Lái Thiêu,Đường Lái Thiêu 58,
4500000000.0,72.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,Đường Thới Tam Thôn 6,
3000000000.0,66.9,2.0,2.0,Nhà phố liền kề,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Nhâm,Đường Bình Nhâm 61,
4950000000.0,64.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Đường 17A,1.0
4200000000.0,84.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Đường Đông Thạnh,
2200000000.0,161.0,,,,Đang chờ sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phước An,Nguyễn Văn Cừ,
3100000000.0,61.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long A (Quận 9 cũ),Đường Hồ Bá Phấn,
3100000000.0,70.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường An Phú (Quận 2 cũ),Đường Mai Chí Thọ,
12800000000.0,72.0,11.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 25,Đường D2,5.0
11000000000.0,139.0,6.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,Phường Phước Hiệp,Đường Lê Thành Duy,3.0
1150000000.0,173.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Thị trấn Củ Chi,Đường Đỗ Đình Nhân,
5680000000.0,84.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Lợi,Đường Tô Hiệu,
10500000000.0,158.0,10.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường An Bình,Đường Lê Trọng Tấn,
1290000000.0,104.5,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Nghĩa Thành,đường số 28,
795000000.0,150.0,,,,Đã có sổ,Bình Thuận,Huyện Tánh Linh,Xã Đồng Kho,Thôn 2 - Gần TTHH Đức Mẹ Tàpao,
690000000.0,114.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Quang Vinh,Đường Nguyễn Du,2.0
3000000000.0,1200.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Bến Tre,Huyện Châu Thành,Xã An Hóa,Huyện Lộ,
3150000000.0,113.5,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Lập,Hẻm 147 Đường A Ma Khê,
4150000000.0,52.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tân Phú (Quận 9 cũ),đường số 120,
25000000000.0,110.0,5.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Lê Thị Riêng,5.0
2350000000.0,13.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 1,Phường Cầu Kho,Đường Võ Văn Kiệt,3.0
15500000000.0,88.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Sơn Kỳ,Đường Tân Thắng,2.0
13900000000.0,63.0,7.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 1,Đường Lê Văn Sỹ,4.0
8300000000.0,84.0,5.0,5.0,"Nhà ngõ, hẻm",Đang chờ sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,Đường An Dương Vương,4.0
8600000000.0,100.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 4,Phường 18,Đường Tôn Thất Thuyết,
2950000000.0,230.0,,,,Đã có sổ,Bến Tre,Huyện Châu Thành,Xã An Khánh,Đường Quốc lộ 60,
4200000000.0,150.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Cường,Đường Phạm Hùng,
48000000000.0,40000.0,,,,Đã có sổ,Bình Dương,Huyện Bàu Bàng,Xã Long Nguyên,Đường N4,
3780000000.0,35.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Đường Số 14A,
3550000000.0,100.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tự An,Đường Ama Khê,1.0
7900000000.0,310.6,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Phú Mỹ,Đường Phạm Ngũ Lão,
36800000000.0,71.5,11.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 1,Phường Bến Thành,Đường Tôn Thất Tùng,5.0
1850000000.0,26.6,3.0,1.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Trưng Đông (Quận 2 cũ),Đường số 42,1.0
10741540000.0,18206.0,,,,Đã có sổ,Đắk Lắk,Huyện Krông Búk,Xã Ea Ngai,Cuối Đường Lê Quý Đôn Tx Buôn Hồ vào 3km,
790000000.0,84.0,,,,Giấy tờ viết tay,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 8,Đường Bình Giã,
1200000000.0,1519.0,,,,Đã có sổ,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Thạnh,Xã Hàm Thạnh,
5800000000.0,400.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Phong,Hẻm 95 Đường Hồ Hoà,
13800000000.0,716.7,4.0,2.0,Nhà biệt thự,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường An Thạnh,Đường Thạnh Quý,2.0
25000000000.0,320.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Đường Song Hành Xa lộ Hà Nội - Nhánh Quận 9,
4700000000.0,100.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tăng Nhơn Phú B (Quận 9 cũ),Đường Lê Văn Việt,
3850000000.0,74.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,Trịnh Đình Thảo,
2300000000.0,170.0,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Thiện Tân,Đường Bưng Mua,
750000000.0,214.0,,,,Đã có sổ,Bến Tre,Thành phố Bến Tre,Phường 8,Đường Thầy Cai,
3350000000.0,100.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Phước Hải,Trần Bình Trọng,
13000000.0,299.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Thành Công,Đường Phạm Ngũ Lão,
3000000000.0,1468.0,,,,Đã có sổ,Bình Dương,Huyện Phú Giáo,Xã An Long,Bưng Thành ,
4250000000.0,678.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Châu Đức,Xã Đá Bạc,Bình Ba Đá Bạc,
5300000000.0,62.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Bình (Quận 9 cũ),Đường Phước Thiện,3.0
7800000000.0,740.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã Quảng Tiến,Đường số 23,
5500000000.0,66.0,2.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Lợi,Đường Nguyễn Huy Tưởng,
1550000000.0,420.0,,,,Đã có sổ,Bình Dương,Huyện Bàu Bàng,Xã Tân Hưng,Đường Tân Hưng 64,
2950000000.0,115.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Ea Tam,177 ynue,
700000000.0,75.0,,,,Giấy tờ viết tay,Đồng Nai,Thành phố Biên Hòa,Phường Trảng Dài,Đường Nguyễn Thái Học,
1350000000.0,36.0,2.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Bình Dương,Thành phố Thuận An,Phường An Phú,Đường Nguyễn Văn Trỗi,1.0
3150000000.0,75.5,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Đông Chiêu,
5500000000.0,387.0,11.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Chuẩn,Đường Bình Chuẩn 17,1.0
4680000000.0,86.5,11.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 11,Phường 3,161 Lạc Long Quân,
1650000000.0,92.5,,,,Đã có sổ,An Giang,Huyện Chợ Mới,Xã An Thạnh Trung,Đường ĐT. 944,
1300000000.0,1465.0,,,,Đã có sổ,Đồng Nai,Huyện Định Quán,Xã Gia Canh,ẤP 7,
4650000000.0,100.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường Phan Đình Giót,
2450000000.0,63.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tự An,cù chính lan ,
4700000000.0,70.0,2.0,1.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận 7,Phường Tân Phú,Nguyễn Thị Thập,
3550000000.0,34.0,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường An Lạc A,Đường Phùng Tá Chu,2.0
2700000000.0,84.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Lái Thiêu,binh nhâm ,
3400000000.0,645.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Đất Đỏ,Đường Lương Thế Vinh,
6700000000.0,166.8,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Nhâm,Đường BN19,2.0
3500000000.0,327.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Thái Mỹ,Đường Tỉnh lộ 7,
2780000000.0,210.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,Đường A1,
2300000000.0,92.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Hoà Phú,Đường Võ Văn Kiệt,
12000000000.0,210000.0,,,,Đã có sổ,Đắk Lắk,Huyện Ea H'leo,Xã Ea Khal,Liên Thôn 7,
18500000000.0,9000.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Thị trấn Đất Đỏ,Đường Lê Thánh Tông,
3800000000.0,61.0,2.0,1.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Võ Văn Kiệt,
6000000000.0,500.0,,,,Đã có sổ,Đồng Nai,Huyện Tân Phú,Xã Trà Cổ,xã Trà cổ,
3470000000.0,28.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,14A,1.0
795000000.0,135.8,3.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,Đường Vĩnh Lộc,1.0
4700000000.0,69.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Bình Thuận,Đường Huỳnh Tấn Phát,1.0
22200000000.0,148.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Đường số 9,
9900000000.0,38.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 10,Phường 5,Đường Hòa Hảo,3.0
990000000.0,20.0,1.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 7,Phường Tân Phú,Đường Nguyễn Thị Thập,2.0
5000000000.0,65.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Quốc lộ 1K,3.0
850000000.0,36.0,1.0,1.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc A,Trần Văn GIàu,
3500000000.0,64.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phú Hữu (Quận 9 cũ),Đường Nguyễn Duy Trinh,
8200000000.0,68.0,1.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 13,Đường Đinh Hòa,2.0
1690000000.0,36.0,2.0,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 12,Phường Thới An,Đường Võ Thị Phải,
40000000000.0,140.0,4.0,5.0,Nhà biệt thự,Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Phú,23,3.0
8300000000.0,65.0,5.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 4,Đường 783 Tạ Quang Bửu,4.0
5900000000.0,53.0,6.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Đường 18B,
820000000.0,19.0,1.0,1.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Hiệp Thành 22,
2650000000.0,102.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Bến Tre,Thành phố Bến Tre,Phường Phú Tân,Đường Lộ Triền Đồng,
11400000000.0,140.0,4.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,Hẻm 504 Kinh Dương Vương,1.0
2560000000.0,102.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Mỹ,Đường Nguyễn Văn Lộng,
1750000000.0,50.0,2.0,1.0,,Hợp đồng mua bán,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,Đường Tỉnh Lộ 10,
9800000000.0,76.0,5.0,6.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 8,Đường số 10,3.0
1600000000.0,10000.0,,,,Đã có sổ,Bình Phước,Huyện Lộc Ninh,Xã Lộc Quang,Đường tỉnh 756,
16300000000.0,89.0,11.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 4,Đường Cách Mạng Tháng 8,
79000000000.0,1110.0,2.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Thống Nhất,Đường Phạm Văn Thuận,
3900000000.0,73.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Vĩnh Phú,Đường Vĩnh Phú 11,
4389000000.0,81.0,,,,Đang chờ sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 10,Đường Nguyễn Hữu Cảnh,
7200000000.0,72.0,5.0,6.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,Đường Phú Thọ Hoà,4.0
20000000000.0,200.0,11.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Chiểu (Quận Thủ Đức cũ),Đường Hoàng Diệu 2,
2950000000.0,67.6998,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Định Hoà,Hẻm 220 Đường ĐX 64,1.0
3350000000.0,2230.0,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Tân An,Xã Tân An,
6100000000.0,100.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường số 6,2.0
2950000000.0,14.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 10,Phường 12,Đường Cao Thắng,3.0
4700000000.0,34.0,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 10,Đường Lạc Long Quân,4.0
1400000000.0,49.0,2.0,1.0,,Hợp đồng mua bán,Tp Hồ Chí Minh,Huyện Bình Chánh,Thị trấn Tân Túc,Đường Quốc lộ 1,
5900000000.0,2383.6,,,,Đã có sổ,Bến Tre,Huyện Bình Đại,Xã Định Trung,Cả Nhỏ,
2480000000.0,70.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Nghĩa,Hẻm 101 Phan Đình Giót,
7500000000.0,68.0,3.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Trường Thọ (Quận Thủ Đức cũ),Đường Số 11,3.0
16000000000.0,830.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường An Bình,Đường Lê Văn Tách,
12900000000.0,184.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Lợi,Đường Lê Hồng Phong,
3090000000.0,100.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Hòa,Đường Nguyễn Thái Bình,1.0
5600000000.0,39.5,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 11,Lê Quang Định,
4300000000.0,600.0,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Tân An,Đường tỉnh 768,
9200000000.0,100.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Chánh Nghĩa,Đường D9,3.0
3800000000.0,152.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Bửu Hòa,Đường Trần Văn Ơn,
2350000000.0,42.0,3.0,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Đường số 2,
4600000000.0,210.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phú Hữu,Đường Dương Văn Thì,
3650000000.0,105.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Tiến,Đường Y Ngông,
10500000000.0,62.0,8.0,6.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,Đường Số 8,4.0
4500000000.0,73.5,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Bình,N5,
3500000000.0,192.0,,,,Đã có sổ,Cà Mau,Thành phố Cà Mau,Phường 9,Đường Tạ Uyên,
4900000000.0,500.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Bình Nhâm,Đường Bình Nhâm 03,
5850000000.0,80.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,Đường Dương Thị Mười,3.0
1420000000.0,56.0,2.0,2.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Đường Kinh Dương Vương,
450000000.0,89.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Phước Tân,Đường Bùi Văn Hòa,
6100000000.0,75.5998,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,,đường số 1,
5690000000.0,107.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,Đường Thới Tam Thôn 14,2.0
850000000.0,210.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Tân An Hội,Đường Nguyễn Văn Hoài,
6500000000.0,139.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Bình (Quận Thủ Đức cũ)," Hẻm 1047 TL 43, Phường Tam Binh TP.HCM",
4950000000.0,48.0,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 15,Đường Trường Chinh,2.0
4680000000.0,28.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,Đường Huỳnh Thiện Lộc,
6000000000.0,60.0,5.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 11,Đường Nguyên Hồng,4.0
1500000000.0,120.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Mỹ Xuân,Đường Thanh Phong,
6000000000.0,100.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường D,
4800000000.0,48.0,3.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 7,Đường Chử Đồng Tử,4.0
9000000000.0,180.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,Đường Chiến Lược,
5100000000.0,152.0,11.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Dĩ An,Đường Nguyễn An Ninh,1.0
485000000.0,1042.0,,,,Đã có sổ,Bình Phước,Huyện Lộc Ninh,Xã Lộc Khánh,DX,
9000000000.0,80.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 7,Đường Quản Trọng Linh,
6500000000.0,82.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Phước Long B (Quận 9 cũ),Đường Số 185 Dương Đình Hội,2.0
