price,size,bed_rooms,toilets,house_type,property_legal_document,city,district,ward,street,floors
5890000000.0,52.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 25,Đường Xô Viết Nghệ Tĩnh,2.0
4650000000.0,46.0998,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 13,Đường Bà Hom,2.0
18200000000.0,180.0,6.0,6.0,Nhà biệt thự,Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 9,Đường Nguyễn Văn Khối,3.0
6500000000.0,67.0,5.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Đường Tân Chánh Hiệp 3,4.0
10600000000.0,80.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,đường số 25,4.0
3590000000.0,32.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 12,Hẻm 81/6 Huỳnh Văn Nghệ,
7725600000.0,104.4,,,,Đang chờ sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Phạm Hùng,
2600000000.0,146.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Long Điền,Thị trấn Long Hải,Đường Nguyễn Tất Thành,
2399000000.0,33.0,1.0,,,Hợp đồng mua bán,Tp Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,Đường Nguyễn Hữu Thọ,
4990000000.0,125.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Lái Thiêu,Lái Thiêu,
2750000000.0,48.0,2.0,2.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Hẻm C7D Phạm Hùng,2.0
2300000000.0,47.0,1.0,1.0,,Hợp đồng mua bán,Bình Dương,Thành phố Thuận An,Phường Bình Hòa,Quốc Lộ 13,
8500000000.0,162.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Nhà Bè,Xã Phú Xuân,đường Phạm Thị Kỳ,
18000000000.0,115.0,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 10,Đường 25A,4.0
780000000.0,45.0,1.0,1.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Đồng Nai,Thành phố Biên Hòa,Phường Trảng Dài,Đường Thân Nhân Trung,
5000000000.0,1277.0,1.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Huyện Dầu Tiếng,Xã Thanh Tuyền,Đường tỉnh 744,
5500000000.0,113.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Bình,Đường Bùi Thị Xuân,1.0
2000000000.0,53.0,1.0,1.0,,Hợp đồng mua bán,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 8,Thi Sách,
7500000000.0,386.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Mỹ,Đường DX - 043,
7200000000.0,55.0,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Đường Số 19,
4200000000.0,7000.0,,,,Đã có sổ,Đồng Nai,Huyện Cẩm Mỹ,Xã Xuân Tây,ấp 9,
1800000000.0,53.0,1.0,1.0,,Sổ hồng riêng,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Quốc lộ 1K,
4800000000.0,55.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Tam Phú (Quận Thủ Đức cũ),Đường Tam Hà,2.0
4800000000.0,80.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Đường Đông Bắc,2.0
2150000000.0,200.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,Đường Đường số 19,
3500000000.0,986.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Phước Long Thọ,Đường nguyễn huệ,
690000000.0,18.0,2.0,1.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Bình Dương,Thành phố Dĩ An,Phường An Bình,Đường Nguyễn Tri Phương,
6000000000.0,3000.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Tam An,30/4,
3350000000.0,64.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Đường Quốc lộ 1K,
12500000000.0,618.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Bà Rịa,Phường Phước Hưng,Đường Hoàng Diệu,
22000000000.0,201.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 11,Đường Bàu Cát,
235000000.0,30.0,2.0,1.0,,Hợp đồng mua bán,Bình Dương,Thị xã Bến Cát,Phường Mỹ Phước,DA1-1,
850000000.0,33.0,2.0,1.0,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Tp Hồ Chí Minh,Quận 7,Phường Phú Mỹ,"Huỳnh Tấn Phát, Thị Trấn Phú Xuân , Nhà Bè.Quận 7.",
5600000000.0,125.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Đường Bà Điểm 10A,
5600000000.0,15500.0,,,,Đã có sổ,Bình Thuận,Huyện Hàm Thuận Nam,Xã Hàm Minh,Đường Quốc lộ 1,
1520000000.0,100.0,,,,Đang chờ sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Phú Hội,25C,
8000000000.0,37.0,5.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 3,Phường 2,Đường Nguyễn Ðình Chiểu,4.0
6200000000.0,40.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Nguyễn Thị Thập,4.0
4750000000.0,45.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 8,Phường 15,Đường Lương Văn Can,5.0
5500000000.0,150.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Phú Mỹ,Đường Hoài Thanh,
790000000.0,125.0,,,,Đã có sổ,Đồng Nai,Huyện Xuân Lộc,Xã Bảo Hoà,Số 1,
17900000000.0,140.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Đường Nguyễn Lương Bằng,
290000000.0,390.0,,,,Đã có sổ,Bình Phước,Huyện Đồng Phú,Xã Tân Tiến,Dt741,
6500000000.0,422.0,,,,Đã có sổ,Bình Dương,Thị xã Bến Cát,Xã An Tây,DT 744,
6800000000.0,175.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Phú Mỹ,Đường Trần Hưng Đạo,
4200000000.0,132.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường An Bình,Đường Trần Quốc Toản,
2000000000.0,176.0,3.0,4.0,"Nhà ngõ, hẻm",Giấy tờ viết tay,Đồng Nai,Thành phố Biên Hòa,Phường Tân Hòa,Nguyễn Tường Tộ,
2300000000.0,150.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tự An,Đường Nguyễn Du,
8500000000.0,1234.0,,,,Đã có sổ,Bình Dương,Huyện Bắc Tân Uyên,Xã Bình Mỹ,bình my 31,
3800000000.0,32.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 3,Đường Phạm Văn Đồng,2.0
2200000000.0,823.0,,,,Đã có sổ,Đồng Nai,Thành phố Long Khánh,Phường Xuân Lập,Xuân Lập,
18500000000.0,200.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Thuận Giao,Đường D1,4.0
5550000000.0,53.0,1.0,1.0,,Sổ hồng riêng,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Thảo Điền (Quận 2 cũ),Xa Lộ Hà Nội,
879000000.0,92.3,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Cẩm Đường,Suối Quýt,
1180000000.0,7008.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Hòa Khánh,Đường tránh Buôn Ma Thuột,
7000000000.0,104.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,Đường Tân Thới Nhất 12,
22000000000.0,892.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Đường Xuân Thới Thượng 26,
17500000000.0,124.0,3.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 12,Đường Hậu Giang,2.0
5000000000.0,1600.0,,,,Đã có sổ,Bình Thuận,Huyện Hàm Thuận Bắc,Thị trấn Ma Lâm,Quang Trung,
5200000000.0,250.0,3.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Ea Tu,Đường Nguyễn Văn Linh,
7660000000.0,50.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Thạnh,Phường 13,Đường Nơ Trang Long,2.0
1950000000.0,55.0,2.0,1.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình,Đường Hoàng Tam Kỳ,
6000000000.0,160.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Tân Phước,Đường Hùng Vương,
620000000.0,83.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,Đường Hoàng Phan Thái,
3600000000.0,86.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Bình,Đường Huỳnh Thị Tươi,1.0
22000000000.0,106.0,5.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Quy,Lâm Văn Bền,33.0
12500000000.0,708.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thạnh Đông,LÊ THỊ BAY,
1750000000.0,124.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Đại Phước,Lý Thái Tổ,
7800000000.0,102.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình Thắng,Đường vành đai 3 TP.HCM,
540000000.0,138.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,Đường Số 14,
5800000000.0,82.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Đường Nguyễn Thị Sáu,2.0
14300000000.0,261.2,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,Đường Song Hành Quốc Lộ 22,
3400000000.0,408.0,3.0,,"Nhà ngõ, hẻm",Đã có sổ,Bến Tre,Thành phố Bến Tre,Phường Phú Tân,Lộ Vành đai/hẻm,
1600000000.0,1110.0,,,,Đã có sổ,Bình Dương,Huyện Phú Giáo,Xã Tân Hiệp,Dh512,
3300000000.0,68.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường An Phú Đông,Đường Vườn Lài,
1800000000.0,6000.0,,,,Đã có sổ,Đồng Nai,Huyện Định Quán,Xã Suối Nho,Đường tỉnh 763,
6300000000.0,48.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,Trần Quang Cơ,4.0
15000000000.0,1668.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Bình,Truong Van Vinh,
4490000000.0,143.0,,,,Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Long Thạnh Mỹ (Quận 9 cũ),Đường 26,
1050000000.0,881.0,,,,Đã có sổ,Bình Thuận,Thị xã La Gi,Xã Tân Phước,Đường Đinh Bộ Lĩnh,
1585000000.0,80.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thị xã Tân Uyên,Phường Tân Hiệp,Đt 746b,
3930000000.0,43.0998,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 14,Đường Tân Hòa Đông,2.0
2530000000.0,90.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Vĩnh Phú,Đường Vĩnh Phú 20,
15500000000.0,3000.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Phước Hiệp,Đường Số 80,
15500000000.0,2078.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường Thắng Nhì,Đường Vi Ba,
8280000000.0,80.0,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Hưng,Lâm Văn Bền,2.0
2680000000.0,125.0,,,,Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Xã Cư ÊBur,Đường A14,
3950000000.0,71.8,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Đường Tân An,2.0
3250000000.0,110.6996,,,,Đã có sổ,Đồng Nai,Huyện Thống Nhất,Xã Hưng Lộc,xã hưng lộc,
16000000000.0,4600.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Tân Bình,Đường Nguyễn Thị Minh Khai,
550000000.0,54.0,2.0,1.0,,Hợp đồng mua bán,An Giang,Thành phố Long Xuyên,Phường Mỹ Phước,Đường Nguyễn Văn Linh,
2200000000.0,100.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Bình Sơn,ĐT 769,
5600000000.0,25.0,3.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 10,Phường 15,Đường Đồng Nai,4.0
13600000000.0,80.0,4.0,,Nhà phố liền kề,Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Đường 2B,
4850000000.0,125.0,6.0,6.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Thuận Giao,Đường NA10,1.0
300000000.0,162.0,,,,Đã có sổ,Đồng Nai,Huyện Xuân Lộc,Xã Xuân Phú,QL1A,
15200000000.0,67.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 12,Đường Nguyễn Minh Hoàng,
850000000.0,340.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,Đường Huỳnh Thị Thơm,
1700000000.0,125.0,,,,Đã có sổ,Đồng Nai,Huyện Nhơn Trạch,Xã Đại Phước,Đường Lý Thái Tổ,
6100000000.0,600.0,1.0,,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tam Hiệp,Đường Phạm Văn Thuận,1.0
6450000000.0,108.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,ĐƯỜNG TÂY LÂN,2.0
38000000000.0,700.0,,,,Đã có sổ,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Thọ,Đường Đại lộ Bình Dương,
6300000000.0,54.2,7.0,7.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 5,Dương quảng,4.0
3500000000.0,109.0,,,,Đã có sổ,Đồng Nai,Huyện Trảng Bom,Xã An Viễn,Trần Vĩnh Lộc,
13200000000.0,236.8999,2.0,1.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,Mặt Tiền Tân Chánh Hiệp 26,1.0
7100000000.0,118.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Đường N4,
4990000000.0,112.0,4.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Hạnh,Đường Phạm Văn Diêu,
5100000000.0,55.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Đường Lê Trọng Tấn,
8500000000.0,44.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 9,Đường Tân Trang,3.0
4500000000.0,115.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Đường Tây Lân 1,
1250000000.0,102.4,,,,Đã có sổ,Bình Định,Thị xã An Nhơn,Phường Nhơn Hoà,Đường Lê Quý Đôn,
720000000.0,160.0,,,,Đã có sổ,Bình Phước,Thành phố Đồng Xoài,Phường Tân Phú,khu nhà nghĩ Cầu 2,
1390000000.0,40.0,1.0,1.0,,Sổ hồng riêng,Bình Dương,Thành phố Dĩ An,Phường Tân Đông Hiệp,Tỉnh lộ 743C,
3650000000.0,71.1998,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Bình An,Đường tỉnh 743A,2.0
15500000000.0,300.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Thuận Giao,Đường NA6,
5700000000.0,48.0,4.0,3.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,Hem 27 Bùi Tư Toàn ,
2850000000.0,120.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Lập,Đường Nguyễn Văn Cừ,1.0
4200000000.0,58.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Bình Chiểu (Quận Thủ Đức cũ),Đường Ngô Chí Quốc,2.0
10000000000.0,80.0,4.0,5.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,Đường Văn Cao,3.0
3200000000.0,126.0,3.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,Đường Thới Tứ 1,1.0
3700000000.0,84.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Nhà Bè,Xã Nhơn Đức,Đường Nguyễn Bình,
4800000000.0,420.0,4.0,,Nhà biệt thự,Đã có sổ,Bến Tre,Thành phố Bến Tre,Phường Phú Khương,Đường Nguyễn Thị Định,2.0
8700000000.0,65.0,2.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 5,Đường Trần Bá Giao,
11500000000.0,292.0,,,,Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường Thống Nhất,
7500000000.0,56.0,4.0,,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Tân Quy,Đường Số 47,
1650000000.0,180.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Huyện Đất Đỏ,Xã Long Mỹ,Đường tránh thị trấn Long Hải,
12700000000.0,100.0,2.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,Đường Hòa Bình,2.0
7900000000.0,60.2999,3.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 7,Đường Trương Công Định,3.0
4900000000.0,60.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận 7,Phường Phú Mỹ,Đường Huỳnh Tấn Phát,
8580000000.0,88.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,Đường M1,
9200000000.0,130.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Hiệp Thành,Đường Nguyễn Thị Thơi,3.0
4500000000.0,5192.0,,,,Đã có sổ,Bến Tre,Huyện Châu Thành,Xã Phước Thạnh,Lộ Liên Xã/hẻm,
2600000000.0,250.0,,,,Đã có sổ,Bến Tre,Thành phố Bến Tre,Phường Phú Tân,Hẻm Sân Bia,
2500000000.0,136.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bến Tre,Thành phố Bến Tre,Phường 7,Đường Nguyễn Văn Tư,
5200000000.0,144.0,4.0,2.0,"Nhà mặt phố, mặt tiền",Không có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình Tân,Hẻm 558 Đường Bùi Văn Hòa,2.0
8600000000.0,95.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tam Hiệp,Đường Nguyễn Bảo Đức,
6500000000.0,480.0,2.0,,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân Lợi,Đường Hà Huy Tập,
7300000000.0,60.0,3.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 11,Đường Lạc Long Quân,3.0
1600000000.0,68.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Nhị Bình,Đường Nhị Bình 19,
3590000000.0,95.5999,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường Nguyễn Bính,
11000000000.0,260.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Mai,Đường Phạm Văn Thuận,1.0
1990000000.0,75.0,,,,Đã có sổ,Đồng Nai,Huyện Long Thành,Xã Phước Bình,Đường Quốc lộ 51,
4500000000.0,78.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Thành phố Thủ Đức,Phường Linh Chiểu (Quận Thủ Đức cũ),Đường Võ Văn Ngân,2.0
605000000.0,90.0,,,,Đã có sổ,Bến Tre,Huyện Châu Thành,Thị trấn Châu Thành,Đường Trần Văn Ơn,
7400000000.0,145.0,4.0,3.0,"Nhà ngõ, hẻm",Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Trung Dũng,A42,
2650000000.0,302.0,,,,Đã có sổ,Bình Thuận,Thị xã La Gi,Xã Tân Bình,Đường Nguyễn Chí Thanh,
1800000000.0,144.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Đắk Lắk,Thành phố Buôn Ma Thuột,Phường Tân An,KA2 - Eatu,
4800000000.0,75.0,4.0,4.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,Hương Lộ 80,4.0
15000000000.0,10324.0,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Trị An,Đường tỉnh 768,
18000000000.0,500.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,Đường Xuân Thới Thượng 9,
6000000000.0,137.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Tân Mai,Đường Phan Trung,
7780000000.0,85.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 12,Phường Thạnh Xuân,Đường Thạnh Xuân 25,4.0
45000000000.0,12000.0,11.0,7.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bến Tre,Huyện Châu Thành,Xã Thành Triệu,Đường Lộ Thơ,
1830000000.0,49.0,1.0,1.0,,Sổ hồng riêng,Bình Dương,Thành phố Thủ Dầu Một,Phường Phú Hòa,"Đường 30/4, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",
22000000000.0,73.0,1.0,,"Nhà mặt phố, mặt tiền",Đã có sổ,Tp Hồ Chí Minh,Quận 6,Phường 2,Đường Cao Văn Lầu,1.0
2350000000.0,100.0,,,,Đang chờ sổ,Tp Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,Đường Bà Điểm 4,
4000000000.0,50.0,2.0,2.0,"Nhà ngõ, hẻm",Đã có sổ,Tp Hồ Chí Minh,Quận Gò Vấp,Phường 14,Đường Phan Huy Ích,2.0
6200000000.0,192.0,,,,Đã có sổ,Bình Dương,Thành phố Thuận An,Phường Vĩnh Phú,Đường Vĩnh Phú 33,
14200000000.0,170.0,4.0,4.0,Nhà biệt thự,Đã có sổ,Bà Rịa - Vũng Tàu,Thành phố Vũng Tàu,Phường 8,Trung Tâm,2.0
3850000000.0,64.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Đã có sổ,Bình Dương,Thành phố Dĩ An,Phường Đông Hòa,Đường Trần Văn Ơn,1.0
1250000000.0,84.5,,,,Đã có sổ,Đồng Nai,Huyện Vĩnh Cửu,Xã Bình Hòa,768 ,
2000000000.0,113.0,,,,Đã có sổ,Tp Hồ Chí Minh,Huyện Củ Chi,Xã Bình Mỹ,Đường Hà Duy Phiên,
8900000000.0,259.0,,,,Đã có sổ,Bà Rịa - Vũng Tàu,Thị xã Phú Mỹ,Phường Phú Mỹ,Đường Lý Thái Tổ,
7200000000.0,114.0,4.0,3.0,Nhà phố liền kề,Đang chờ sổ,Đồng Nai,Thành phố Biên Hòa,Xã Long Hưng,Hương lộ 2,
17000000000.0,173.0,,,,Đã có sổ,Tp Hồ Chí Minh,Quận Tân Bình,Phường 15,Đường Nguyễn Sỹ Sách,
2750000000.0,137.0,,,,Đã có sổ,Đồng Nai,Thành phố Biên Hòa,Phường Long Bình Tân,Đường Bùi Văn Hòa,
